question_id,question,ground_truth,generated_answer,score,reasoning,process_level,latency_seconds
67,Học phần thay thế được đăng ký trong trường hợp nào?,"Khi môn học trong chương trình đào tạo không còn mở lớp và môn học thay thế đã được Khoa tư vấn và đồng ý; hoặc đã đăng ký môn học cùng tên môn, số tín chỉ nhưng khác mã môn học và có nội dung tương đương được Khoa đồng ý.","**Học phần thay thế chỉ được đăng ký khi:**

1. **Môn học gốc không còn mở lớp** và **môn học thay thế đã được Khoa (hoặc Bộ môn) tư vấn, xem xét và đồng ý**;  
   **hoặc**  
2. **Có môn học cùng tên, cùng số tín chỉ** nhưng **mã môn khác** và **nội dung tương đương**, cũng được Khoa đồng ý.

Trong cả hai trường hợp, sinh viên phải **nộp đơn xin thay thế học phần** (theo mẫu có trên website Phòng Đào tạo) **trong thời gian đăng ký học phần**; sau khi Bộ môn, đơn vị quản lý học phần và Phòng Đào tạo xem xét, đơn sẽ được chấp nhận và học phần thay thế được ghi nhận.",10.0,"Câu trả lời của AI bao gồm đầy đủ cả hai điều kiện trong chuẩn: (1) môn học gốc không còn mở lớp và môn thay thế đã được Khoa tư vấn, xem xét và đồng ý; (2) có môn cùng tên, cùng số tín chỉ, mã môn khác và nội dung tương đương cũng được Khoa đồng ý. Ngoài ra, AI còn bổ sung thông tin về việc nộp đơn xin thay thế, không làm sai lệch nội dung chính. Vì đáp ứng chính xác và đầy đủ yêu cầu, nên cho điểm tối đa.",0,0.0
68,Thời gian nhận đơn xin thay thế môn học đợt 1 của HKI 2025-2026?,Từ ngày 11/08/2025 đến hết ngày 23/08/2025.,Thời gian nhận đơn xin thay thế môn học đợt 1 của học kỳ I 2025‑2026 là **từ ngày 11/08/2025 đến hết ngày 23/08/2025**.,10.0,"Câu trả lời của AI truyền đạt đúng và đầy đủ thông tin chuẩn: thời gian nhận đơn từ ngày 11/08/2025 đến hết ngày 23/08/2025, không có sai sót hay thiếu chi tiết.",0,0.0
69,"Để miễn thi Giáo dục thể chất, sinh viên cần điều kiện gì?","Sinh viên có vấn đề về sức khỏe không thể tham gia học, hoặc đã tích lũy học phần có cùng nội dung ở một trường đại học khác.","Để được miễn thi môn **Giáo dục thể chất (GDTC)**, sinh viên phải đáp ứng **một trong các điều kiện sau** (theo các nguồn quy định của Trường):

1. **Có chứng chỉ GDTC tương đương với bậc đào tạo hiện tại**  
   - Chứng chỉ cùng bậc → được miễn thi ngay.  
   - Chứng chỉ thấp hơn → phòng Đào tạo sẽ xem xét miễn thi các học phần tương ứng.

2. **Đã hoàn thành học phần GDTC có nội dung tương tự tại trường đại học/cao đẳng khác**  
   - Nộp bảng điểm và bản sao bằng tốt nghiệp của trường đã học để phòng Đào tạo xem xét miễn thi.

3. **Có vấn đề sức khỏe không cho phép tham gia học hoặc thực hành GDTC**  
   - Nộp đơn xin miễn thi (hoặc miễn thi phần thực hành) kèm giấy chứng nhận bệnh viện và xác nhận của trạm y tế trường.  
   - Đối với phần thực hành GDTC, sinh viên cần liên hệ Trung tâm Giáo dục Thể chất để được tư vấn trước khi đăng ký online.

**Lưu ý:** Trước khi thực hiện đăng ký online, sinh viên cần liên hệ Trung tâm Giáo dục Thể chất của trường để được tư vấn các học phần được miễn. Sau khi nộp hồ sơ, sinh viên theo dõi kết quả duyệt trên mục “Thông báo cá nhân” của hệ thống.",6.0,"Câu trả lời của AI bao gồm hai điều kiện đúng theo chuẩn: (1) có vấn đề sức khỏe không cho phép tham gia GDTC và (2) đã tích lũy học phần có nội dung tương tự ở trường đại học khác. Tuy nhiên, AI còn thêm một điều kiện thứ ba là ""có chứng chỉ GDTC tương đương"" – thông tin này không có trong chuẩn và có thể gây hiểu lầm. Vì có phần thông tin đúng nhưng cũng có phần không chính xác, nên điểm nằm trong khoảng 4‑7, tôi cho 6 điểm.",0,0.0
70,Chứng chỉ VSTEP bậc mấy thì được miễn thi ngoại ngữ đầu ra (không chuyên ngữ)?,VSTEP Bậc 3.,Chứng chỉ VSTEP **bậc 3** là mức đáp ứng điều kiện để được miễn thi ngoại ngữ đầu ra (không chuyên ngữ).,10.0,"Câu trả lời của AI nêu đúng mức bậc của chứng chỉ VSTEP (bậc 3) là tiêu chí để được miễn thi ngoại ngữ đầu ra (không chuyên ngữ), hoàn toàn khớp với đáp án chuẩn và không thiếu chi tiết quan trọng.",0,0.0
71,Mức học phí cho khối ngành Kiến trúc và quy hoạch khóa 2024 là bao nhiêu?,20.000.000 đồng/học kỳ (áp dụng cho hệ chính quy bậc đại học chương trình chuẩn).,Mức học phí cho khối ngành **Kiến trúc và quy hoạch** ở khóa **2024** là **20.000.000 đồng mỗi học kỳ**. (Theo bảng “Mức học phí” trong nguồn #3.),10.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn: mức học phí cho khối ngành Kiến trúc và quy hoạch khóa 2024 là 20.000.000 đồng mỗi học kỳ, hoàn toàn khớp với Ground Truth.",0,0.0
72,Học phí học lại cho hệ vừa làm vừa học là bao nhiêu?,910.000 đồng/tín chỉ.,Học phí học lại cho hệ vừa làm vừa học là **910.000 đồng mỗi tín chỉ**.,10.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn, khớp hoàn toàn với đáp án chuẩn là 910.000 đồng/tín chỉ.",0,0.0
73,Sinh viên chương trình Sư phạm Kỹ thuật đóng lệ phí làm bằng tốt nghiệp bao nhiêu?,180.000 VNĐ (áp dụng cho sinh viên học chương trình Sư phạm kỹ thuật có chứng chỉ sư phạm).,Sinh viên chương trình Sư phạm Kỹ thuật phải đóng lệ phí làm bằng tốt nghiệp là **180.000 đồng**.,10.0,"Câu trả lời của AI nêu đúng số tiền lệ phí làm bằng tốt nghiệp cho sinh viên chương trình Sư phạm Kỹ thuật là 180.000 VNĐ, hoàn toàn khớp với chuẩn. Không có thiếu sót hay sai lệch.",0,0.0
74,Sinh viên nộp chứng chỉ ngoại ngữ tại đâu?,"Sinh viên đăng ký trực tuyến qua trang online của trường (https://online.hcmute.edu.vn), tại mục 'Chức năng trực tuyến', chọn 'Đăng ký các mẫu đơn'.","Sinh viên nộp chứng chỉ ngoại ngữ **trên hệ thống trực tuyến của trường**: truy cập https://online.hcmute.edu.vn → mục “Chức năng trực tuyến/Đăng ký các mẫu đơn”, chọn loại đăng ký “chuyển điểm ngoại ngữ” hoặc “miễn thi ngoại ngữ” và tải lên file scan chứng chỉ.",9.0,"Câu trả lời của AI truyền đạt đúng địa chỉ và các bước chính như trong chuẩn: truy cập https://online.hcmute.edu.vn, vào mục 'Chức năng trực tuyến' → 'Đăng ký các mẫu đơn'. Ngoài ra AI còn bổ sung chi tiết về việc chọn loại đăng ký (chuyển điểm ngoại ngữ hoặc miễn thi ngoại ngữ) và tải lên file scan, không gây sai lệch. Vì có thông tin chính xác và chi tiết hơn nên được chấm 9 điểm.",0,0.0
75,Nếu sinh viên nộp chứng chỉ Aptis ESOL B1 thì được miễn học phần nào?,Sinh viên đạt chứng chỉ Aptis ESOL General (mức điểm 102-149) hoặc Aptis ESOL Advanced (mức điểm 74-85) sẽ được miễn học phần Kỹ năng giao tiếp tiếng Anh 2.,Sinh viên nộp chứng chỉ Aptis ESOL B1 được miễn học phần Kỹ năng giao tiếp tiếng Anh 2.,10.0,"Câu trả lời của AI đúng và đầy đủ so với đáp án chuẩn: nó xác định rằng chứng chỉ Aptis ESOL B1 cho phép sinh viên được miễn học phần Kỹ năng giao tiếp tiếng Anh 2, đúng với thông tin trong đáp án chuẩn.",1,2.83
76,Mã học phần của Kỹ năng giao tiếp tiếng Anh 2 là gì?,ENCS240026.,Mã học phần của **Kỹ năng giao tiếp tiếng Anh 2** là **ENCS240026**.,10.0,"Câu trả lời của AI cung cấp đúng mã học phần ENCS240026, trùng khớp hoàn toàn với chuẩn, không thiếu chi tiết hay sai sót.",0,0.0
77,Sinh viên có được phép rút bớt học phần trong thời gian ưu tiên đăng ký không?,"Tài liệu không quy định cấm việc rút bớt học phần trong thời gian ưu tiên. Tuy nhiên, lưu ý rằng trong thời gian này, sinh viên KHÔNG được phép đăng ký học các học phần cải thiện và học phần ngoài chương trình đào tạo.",Có,5.0,Trả lời đúng phần 'Có' nhưng thiếu thông tin quan trọng về việc sinh viên không được đăng ký học phần cải thiện và học phần ngoài chương trình trong thời gian ưu tiên.,1,12.75
78,Thời gian chỉnh sửa đăng ký học phần đợt 1 HKI 2025-2026?,Từ 09h00 ngày 19/8/2025 đến 07h30 ngày 25/8/2025.,Thời gian chỉnh sửa đăng ký học phần **đợt 1** (HKI 2025‑2026) là từ **09:00 ngày 19/08/2025** đến **07:30 ngày 25/08/2025**.,10.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn, khớp hoàn toàn với Ground Truth về thời gian chỉnh sửa đăng ký học phần đợt 1 HKI 2025-2026.",0,0.0
79,Hệ CLC tiếng Việt khóa 2023 học phí bao nhiêu một tín chỉ?,Khóa 2023 hệ chất lượng cao có mức học phí là 1.237.000 đồng/tín chỉ (đối với Khối ngành công nghệ kỹ thuật - sản xuất chế biến) và 1.189.000 đồng/tín chỉ (đối với Khối ngành khoa học xã hội - quản lý kinh doanh).,"Theo bảng học phí (Nguồn #2) đối với **hệ CLC tiếng Việt, khóa 2023**:

- **Khối ngành công nghệ kỹ thuật – sản xuất chế biến:** 1.237.000 đồng / tín chỉ  
- **Khối ngành khoa học xã hội – quản lý kinh doanh:** 1.189.000 đồng / tín chỉ  

Vì vậy, mức học phí một tín chỉ cho hệ CLC tiếng Việt khóa 2023 là **1.237.000 đồng** (đối với ngành kỹ thuật) và **1.189.000 đồng** (đối với ngành xã hội).",10.0,"Câu trả lời của AI truyền đạt đầy đủ và chính xác cả hai mức học phí một tín chỉ cho hệ CLC tiếng Việt khóa 2023, khớp hoàn toàn với chuẩn: 1.237.000 đồng/tín chỉ cho khối công nghệ kỹ thuật - sản xuất chế biến và 1.189.000 đồng/tín chỉ cho khối khoa học xã hội - quản lý kinh doanh.",0,0.0
80,Trường hợp nào sinh viên được tạm hoãn học môn GDQP&AN?,Sinh viên vì lý do sức khỏe phải dừng học thời gian dài để điều trị (phải có giấy xác nhận của bệnh viện) hoặc sinh viên nữ đang mang thai/nghỉ chế độ thai sản.,"Sinh viên được tạm hoãn học môn Giáo dục quốc phòng & An ninh (GDQP&AN) trong các trường hợp sau:

1. **Lý do sức khỏe**: sinh viên phải dừng học trong thời gian dài để điều trị bệnh, kèm theo giấy xác nhận của bệnh viện nơi sinh viên đang điều trị.  
2. **Thai sản**: sinh viên nữ đang mang thai hoặc đang trong thời gian nghỉ chế độ thai sản theo quy định hiện hành.",10.0,Câu trả lời của AI truyền đạt đầy đủ và chính xác các trường hợp được tạm hoãn học môn GDQP&AN: (1) vì lý do sức khỏe cần dừng học dài hạn và có giấy xác nhận bệnh viện; (2) sinh viên nữ mang thai hoặc đang nghỉ chế độ thai sản. Không thiếu chi tiết quan trọng và không có thông tin sai.,0,0.0
81,Thời gian nộp hình làm bằng tốt nghiệp cho sinh viên Sư phạm Kỹ thuật?,Từ ngày 03/10/2025 đến ngày 15/10/2025.,Thời gian nộp hình cho sinh viên chương trình Sư phạm Kỹ thuật là từ **03/10/2025 đến 15/10/2025**.,10.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn, khớp hoàn toàn với đáp án chuẩn: thời gian nộp hình làm bằng tốt nghiệp cho sinh viên Sư phạm Kỹ thuật là từ ngày 03/10/2025 đến ngày 15/10/2025.",0,0.0
82,Tài khoản ngân hàng để đóng lệ phí tốt nghiệp là gì?,Số tài khoản: 3141757777 tại ngân hàng BIDV - chi nhánh Đông Sài Gòn.,"Tài khoản ngân hàng để đóng lệ phí tốt nghiệp:

- **Tên tài khoản:** Trường Đại học Sư phạm Kỹ thuật TP.HCM  
- **Số tài khoản:** 3141757777  
- **Ngân hàng:** BIDV – chi nhánh Đông Sài Gòn  ",10.0,"Câu trả lời của AI cung cấp đầy đủ thông tin yêu cầu: số tài khoản 3141757777 và ngân hàng BIDV chi nhánh Đông Sài Gòn, đồng thời bổ sung tên tài khoản mà không gây sai lệch. Do đó đáp ứng chuẩn 8-10 điểm.",0,0.0
83,Sinh viên có thể đăng ký môn học tại đâu ngoài phòng máy trường?,Tại tất cả các máy tính có nối mạng Internet trong hoặc ngoài trường.,"Sinh viên có thể đăng ký học phần qua mạng tại **bất kỳ máy tính nào có kết nối Internet**, dù là trong trường hay ở ngoài trường. (Nguồn #2, #3)",10.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn, khẳng định sinh viên có thể đăng ký môn học tại bất kỳ máy tính nào có kết nối Internet, dù trong hay ngoài trường, hoàn toàn phù hợp với đáp án chuẩn.",0,0.0
84,Nếu quên mật khẩu email sinh viên thì liên hệ ai?,Liên hệ thầy Nguyễn Hà (Trung tâm Thông tin Máy tính) qua ĐT: 0913.889.739 hoặc Email: haspkt@hcmute.edu.vn.,"Nếu quên mật khẩu email sinh viên, bạn nên liên hệ **Trung tâm Thông tin, máy tính** của trường.

**Thông tin liên hệ**  
- **Email:** ic@hcmute.edu.vn  
- **Điện thoại:** 028 3722 1223 ext. 8510  
- **Hotline:** 0913 889 739 (T. Hà)  
- **Vị trí:** Phòng A5.101 (tầng 1 Khu A5); A1.1107 (tầng 11), Tòa nhà trung tâm.  

Trung tâm chịu trách nhiệm “cấp lại mật khẩu email khi cần thiết”.",6.0,"Câu trả lời cung cấp thông tin liên hệ đúng số điện thoại và nhắc tới Thầy Hà, nhưng email được đưa ra là ic@hcmute.edu.vn thay vì email chuẩn haspkt@hcmute.edu.vn. Do đó có một phần thông tin sai, mặc dù phần lớn nội dung (liên hệ Trung tâm Thông tin Máy tính) là đúng.",0,0.0
85,Hạn chót nộp đơn xin thay thế môn học đợt 2 là ngày nào?,Hết ngày 01/11/2025.,Hạn chót nộp đơn xin thay thế môn học đợt 2 là **ngày 01/11/2025**.,10.0,"Câu trả lời của AI hoàn toàn khớp với chuẩn: nó nêu đúng ngày hết hạn là 01/11/2025, không thiếu chi tiết hay sai sót nào.",0,0.0
86,Điểm tổng kết học phần Kỹ năng giao tiếp tiếng Anh có tính vào điểm trung bình tích lũy không?,Không tính vào điểm trung bình học kỳ và điểm trung bình tích lũy.,"Không, điểm tổng kết học phần Kỹ năng giao tiếp tiếng Anh không tính vào điểm trung bình tích lũy. (Theo nguồn #1)",6.0,"Câu trả lời của AI đúng phần lớn, khẳng định rằng điểm tổng kết không tính vào điểm trung bình tích lũy, nhưng thiếu thông tin quan trọng là không tính vào điểm trung bình học kỳ. Do thiếu chi tiết này, đáp án không hoàn toàn đúng nên được chấm ở mức 4-7 điểm.",0,0.0
87,Sĩ số lớp học phần Kỹ năng giao tiếp tiếng Anh là bao nhiêu?,Khoảng từ 20 đến 30 sinh viên.,Sĩ số mỗi lớp học phần Kỹ năng giao tiếp tiếng Anh khoảng **20 – 30 sinh viên**.,9.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn, khớp với đáp án chuẩn ""Khoảng từ 20 đến 30 sinh viên"". Nội dung đầy đủ, không có sai sót.",0,0.0
88,Sinh viên khóa 2019 trở về trước xét tốt nghiệp cần điểm TOEIC 2 kỹ năng bao nhiêu?,"Đối với sinh viên không thuộc các ngành chuyên ngoại ngữ: 450 điểm (khóa 2012, 2013) hoặc 500 điểm (từ khóa 2014 trở đi).","Sinh viên khóa 2019 trở về trước (tức là các khóa từ 2014 trở lên) cần đạt **500 điểm** trong bài thi TOEIC 2 kỹ năng (đọc‑nghe) để xét tốt nghiệp.  

*Tham khảo: nguồn #1 và nguồn #2, mục “Trình độ Tiếng Anh” – “500 điểm của bài thi TOEIC 2 kỹ năng đọc và nghe (áp dụng từ khóa 2014 trở đi)”.*",10.0,"Câu trả lời của AI cung cấp đúng thông tin yêu cầu: sinh viên khóa 2019 trở về trước (từ khóa 2014 trở lên) cần đạt 500 điểm TOEIC 2 kỹ năng để xét tốt nghiệp, phù hợp với chuẩn. Không có chi tiết sai hoặc thiếu sót.",0,0.0
89,Sinh viên hệ đại trà khóa 2022 đăng ký học phần vào đợt mấy?,Đợt 2 (Từ 09g00 ngày 12/8/2025).,Sinh viên hệ đại trà khóa 2022 đăng ký học phần vào **đợt 2**.,8.0,"Câu trả lời của AI đúng về việc sinh viên hệ đại trà khóa 2022 đăng ký học phần vào đợt 2, đáp ứng ý chính. Tuy nhiên, AI không cung cấp chi tiết thời gian cụ thể (09g00 ngày 12/8/2025) như trong chuẩn, nên không đạt điểm tối đa.",0,0.0
90,Phí kéo dài luận văn tốt nghiệp cho học viên cao học là bao nhiêu?,1.000.000 đồng/tháng.,Phí kéo dài luận văn/đề án tốt nghiệp cho học viên cao học là **1.000.000 đồng mỗi tháng**.,10.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn, khớp hoàn toàn với đáp án chuẩn là 1.000.000 đồng mỗi tháng.",0,0.0
91,Học phí chương trình liên kết với Đại học Sunderland năm 4 là bao nhiêu?,170.000.000 đồng/năm học (đối với Khóa 2025).,Học phí năm 4 liên kết Đại học Sunderland là 50.000.000 đồng/năm học cho học lần đầu và 1.600.000 đồng/tín chỉ cho học lại.,2.0,"Câu trả lời của AI không khớp với đáp án đúng. Đáp án đúng là 170.000.000 đồng/năm học (khóa 2025), trong khi AI đưa ra mức 50.000.000 đồng/năm và 1.600.000 đồng/tín chỉ, hoàn toàn sai lệch.",2,47.02
92,Quy định số lượng tối thiểu để mở lớp cho hệ Đại học chính quy tiếng Việt là bao nhiêu?,30 sinh viên/lớp.,"Số lượng sinh viên tối thiểu để tổ chức lớp là 60 sinh viên với các môn đại cương, chính trị; 20 sinh viên với các môn chuyên ngành hẹp; 30 sinh viên với các môn khác; đối với ngành có số lượng ít hơn 30 sinh viên, lớp học được tổ chức bắt buộc cho tất cả sinh viên của lớp.",2.0,"Câu trả lời không khớp với đáp án đúng (30 sinh viên/lớp). AI đưa ra thông tin phức tạp, sai lệch và không trả lời đúng câu hỏi, chỉ đúng một phần (đề cập tới 30 sinh viên trong một số trường hợp) nhưng tổng thể không đáp ứng yêu cầu.",1,17.67
93,Sinh viên xem kết quả duyệt đơn miễn thi GDTC ở đâu?,"Trên trang online, tại mục ""Thông báo cá nhân"".","Sinh viên tra kết quả duyệt đơn miễn thi GDTC trên trang online của trường, mục **“Thông báo cá nhân.”**",10.0,"Câu trả lời của AI hoàn toàn khớp với chuẩn: chỉ ra rằng sinh viên xem kết quả duyệt đơn miễn thi GDTC trên trang online của trường, mục “Thông báo cá nhân”. Thông tin đúng, đầy đủ và không có sai sót.",0,0.0
94,Thời gian công bố kết quả duyệt đơn điểm I đợt 1?,Dự kiến ngày 12/11/2025.,Thời gian công bố kết quả duyệt đơn điểm I đợt 1 dự kiến là ngày **12 / 11 / 2025**.,10.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn, khớp hoàn toàn với Ground Truth: ngày 12/11/2025.",0,0.0
95,Sinh viên lớp CLC có được đăng ký học với lớp Đại trà không?,Không được phép. Các trường hợp đặc biệt phải làm đơn và được sự đồng ý của Ban Chủ nhiệm khoa quản ngành và phòng Đào tạo.,"Không. Sinh viên hệ CLC không được đăng ký học với các lớp Đại trà (và ngược lại), trừ những trường hợp đặc biệt đã được làm đơn và được sự đồng ý của Ban Chấp hành khoa, quản ngành và phòng Đào tạo.",9.0,"Câu trả lời của AI truyền đạt đúng ý chính: sinh viên CLC không được đăng ký học với lớp Đại trà, chỉ được phép trong các trường hợp đặc biệt có giấy đề nghị và được sự đồng ý của các bộ phận quản lý. Nội dung gần giống với chuẩn, chỉ có sự khác biệt nhỏ trong cách gọi ban (Ban Chấp hành khoa vs Ban Chủ nhiệm khoa) và một câu bổ sung không sai, nên vẫn đạt điểm cao.",0,0.0
96,Học phí môn Giáo dục thể chất được tính như thế nào đối với khóa 2025?,853.000 đồng/Tín chỉ.,"Học phí chung của khóa 2025 không bao gồm các học phần Giáo dục quốc phòng‑An ninh (GDQP&AN) và Giáo dục thể chất (GDTC). Các học phần này được tính phí riêng, mức phí là **853.000 đồng mỗi tín chỉ**.",10.0,"Câu trả lời của AI truyền đạt đúng thông tin chuẩn: mức học phí cho môn Giáo dục thể chất là 853.000 đồng mỗi tín chỉ, không có sai sót hay thiếu sót quan trọng.",0,0.0
97,Sinh viên nộp chứng chỉ ngoại ngữ trong khoảng thời gian nào của học kỳ?,Sinh viên nộp chứng chỉ ngoại ngữ theo thông báo của Phòng Đào tạo đầu mỗi học kỳ. Cụ thể trong HK1/2025-2026: Sinh viên khóa 2025 nộp từ 08/09 đến 19/09/2025. Sinh viên các khóa khác nộp đợt 1 trong 1 tuần đầu học kỳ (11/08 - 16/08/2025) hoặc đợt 2 (27/10 - 01/11/2025).,"Sinh viên có thể nộp chứng chỉ ngoại ngữ trong **hai đợt** trong học kỳ 01/2025‑2026:

1. **Đợt 1:** từ **11/08/2025** đến **16/08/2025** (tuần đầu của học kỳ).  
2. **Đợt 2:** từ **27/10/2025** đến **01/11/2025** (tuần thứ 2 của học kỳ).",5.0,"Câu trả lời của AI nêu đúng hai khoảng thời gian chung (11/08‑16/08 và 27/10‑01/11) cho các khóa ngoại trừ khóa 2025, nhưng bỏ qua thông tin quan trọng về sinh viên khóa 2025 phải nộp trong khoảng 08/09‑19/09/2025. Vì thiếu chi tiết quan trọng nên chỉ đạt mức trung bình.",0,0.0
98,Điểm I là gì?,"Điểm chưa hoàn thiện do được phép hoãn thi, kiểm tra.",**Điểm I** là ký hiệu trên bảng điểm (dấu “:I”) được cấp cho sinh viên không tham gia kỳ thi do ốm bệnh hoặc lý do chính đáng. Đây là điểm tạm thời; sinh viên sẽ được trả điểm thực tế sau khi hoàn thành thi lại (trong tối đa hai học kỳ tiếp theo).,9.0,"Câu trả lời của AI truyền đạt đúng ý chính: Điểm I là điểm chưa hoàn thiện do được phép hoãn thi, kiểm tra. Ngoài ra AI còn bổ sung chi tiết về ký hiệu và thời gian hoàn thành lại, không gây sai lệch, vì vậy đáp ứng tiêu chí 8-10 điểm.",0,0.0
99,Sinh viên có thể trả nợ điểm I trong bao lâu?,Trong tối đa hai học kỳ tiếp theo.,Sinh viên có thể trả điểm I trong thời gian tối đa hai học kỳ tiếp theo.,10.0,"Câu trả lời đúng, diễn đạt tương đương với đáp án chuẩn.",1,9.81
100,Học phí chương trình liên kết Đại học Tongmyong khóa 2025 học lần đầu là bao nhiêu?,80.000.000 đồng/năm học.,"Học phí chương trình liên kết với Đại học Tongmyong (Hàn Quốc) cho khóa 2025, học lần đầu là **80.000.000 đồng/năm học**.",10.0,"Câu trả lời của AI truyền đạt đúng ý chính và cung cấp thông tin chuẩn là 80.000.000 đồng/năm học, hoàn toàn khớp với Ground Truth.",0,0.0
101,ngành ktdl tổng bn tc z,"Ngành Kỹ thuật dữ liệu (KTDL) có tổng khối lượng kiến thức toàn khóa là 150 tín chỉ (không bao gồm khối kiến thức Ngoại ngữ, Giáo dục thể chất và Giáo dục quốc phòng).",Tổng số tín chỉ của ngành Kỹ Thuật Dữ Liệu (KTDL) là **150 tín chỉ**.,9.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn về tổng số tín chỉ của ngành Kỹ thuật dữ liệu là 150 tín chỉ. Tuy nhiên, AI không đề cập đến lưu ý rằng con số này không bao gồm các khối kiến thức Ngoại ngữ, Giáo dục thể chất và Giáo dục quốc phòng, nên mất một phần chi tiết quan trọng.",0,0.0
102,dkmh bổ sung đợt 2 hki 25-26 mở lúc nào,Thời gian đăng ký học phần bổ sung qua mạng đợt 2 cho HKI 2025-2026 là từ 09g00 ngày 27/10/2025 đến 07g30 ngày 03/11/2025.,**Đợt 2** đăng ký học phần bổ sung cho học kỳ I năm học 2025‑2026 mở **từ 09:00 ngày 28/10/2025** và kết thúc **07:30 ngày 03/11/2025**.,5.0,"Câu trả lời của AI gần đúng về thời gian kết thúc nhưng ngày bắt đầu sai (nên là 27/10/2025 mà AI ghi là 28/10/2025). Vì có sai lệch một phần quan trọng nên chỉ đạt mức trung bình, nằm trong khoảng 4‑7 điểm.",0,0.0
103,đk avđr đợt tháng 11/2025 ở đâu,Sinh viên đăng ký trực tiếp tại phòng A1-202 (Tòa nhà Trung tâm).,"Theo kế hoạch thực hiện, các sinh viên cần nộp đơn đăng ký (đợt tháng 11/2025) về Phòng Đào tạo trước thời hạn quy định (ví dụ: trước 16h ngày 25/11/2025).",2.0,"Câu trả lời của AI không cung cấp địa điểm đăng ký như trong đáp án chuẩn (phòng A1-202, Tòa nhà Trung tâm). Thay vào đó, AI chỉ nêu quy trình nộp đơn và thời hạn, nên thông tin không đáp ứng yêu cầu câu hỏi.",1,10.6
104,kltn kéo dài đóng thêm nhiu tiền,Mức thu học phí kéo dài luận văn/đề án tốt nghiệp là 1.000.000 đồng/tháng.,Kinh phí này chưa bao gồm kinh phí tổ chức hội đồng bảo vệ riêng. Đối với trường hợp học viên đề xuất hội đồng bảo vệ luận văn/đề án tốt nghiệp riêng (không theo tiến độ của Trường) phải tự chịu kinh phí mở hội đồng: 4.000.000 đồng/học viên.,2.0,"Câu trả lời của AI không đề cập đến mức phí 1.000.000 đồng/tháng cho việc kéo dài luận văn/đề án như trong đáp án chuẩn. Thay vào đó, AI chỉ nói về chi phí tổ chức hội đồng bảo vệ riêng (4.000.000 đồng/học viên), không trả lời câu hỏi về phí kéo dài, vì vậy đáp án không đúng và chỉ nhận điểm thấp.",2,40.08
105,sv clc đk lớp đại trà dc ko,Không được phép. Sinh viên hệ Chất lượng cao (CLC) không được đăng ký học với các lớp Đại trà hoặc ngược lại. Các trường hợp đặc biệt phải làm đơn và được sự đồng ý của Ban Chủ nhiệm khoa quản ngành và Phòng Đào tạo.,"Không. Sinh viên hệ CLC không được đăng ký học với các lớp Đại trà (và ngược lại), trừ khi có đơn xin và được sự đồng ý của Ban Chấp hành khoa quản ngành và phòng Đào tạo.",9.0,"Câu trả lời của AI truyền đạt đúng ý chính và thông tin chuẩn: sinh viên CLC không được đăng ký lớp Đại trà, trừ khi có đơn và được sự đồng ý của bộ phận quản lý. Chỉ có sự khác biệt nhỏ trong cách gọi ban (Ban Chấp hành vs Ban Chủ nhiệm) nhưng không ảnh hưởng đến nội dung quan trọng.",0,0.0
106,quên mk mail sv gọi ai,"Bạn có thể liên hệ Thầy Nguyễn Hà tại Trung tâm Thông tin Máy tính (Điện thoại: 0913.889.739, Email: haspkt@hcmute.edu.vn) để được hỗ trợ.","Bạn nên liên hệ **Trung tâm Thông tin – Máy tính (IIC)**, đơn vị chịu trách nhiệm cấp và quản lý địa chỉ email của trường và hỗ trợ đổi lại mật khẩu.

- **Điện thoại:** 028 3722 1223 ext. 8510  
- **Hotline:** 0913 889 739 (T. Hà)  
- **Email:** ic@hcmute.edu.vn  

Họ sẽ giúp bạn khôi phục/mật khẩu email sinh viên.",6.0,"Câu trả lời của AI cung cấp thông tin liên hệ với Trung tâm Thông tin – Máy tính và số điện thoại 0913.889.739 (cùng với tên Thầy Hà), phù hợp với phần lớn yêu cầu. Tuy nhiên, email được đưa ra (ic@hcmute.edu.vn) không khớp với email chuẩn (haspkt@hcmute.edu.vn) trong Ground Truth, nên thiếu một chi tiết quan trọng. Do đó, câu trả lời chưa hoàn toàn đúng nhưng vẫn truyền đạt được ý chính và phần lớn thông tin cần thiết.",0,0.0
